State,Areaname,STCOU,LND010190F,LND010190D,LND010190N1,LND010190N2,LND010200F,LND010200D,LND010200N1,LND010200N2,LND110180F,LND110180D,LND110180N1,LND110180N2,LND110190F,LND110190D,LND110190N1,LND110190N2,LND110200F,LND110200D,LND110200N1,LND110200N2,LND110210F,LND110210D,LND110210N1,LND110210N2,LND210190F,LND210190D,LND210190N1,LND210190N2,LND210200F,LND210200D,LND210200N1,LND210200N2
TX,Montague,48337,0,938.51,0000,0000,0,938.44,0000,0000,0,927.73,0000,0000,0,930.73,0000,0000,0,930.66,0000,0000,0,930.91,0000,0000,0,7.78,0000,0000,0,7.78,0000,0000
TX,Montgomery,48339,0,1076.91,0000,0000,0,1076.81,0000,0000,0,1047.29,0000,0000,0,1044.33,0000,0000,0,1044.03,0000,0000,0,1041.74,0000,0000,0,32.58,0000,0000,0,32.78,0000,0000
TX,Moore,48341,0,909.68,0000,0000,0,909.61,0000,0000,0,904.75,0000,0000,0,899.73,0000,0000,0,899.66,0000,0000,0,899.69,0000,0000,0,9.95,0000,0000,0,9.95,0000,0000
TX,Morris,48343,0,258.65,0000,0000,0,258.64,0000,0000,0,255.83,0000,0000,0,254.52,0000,0000,0,254.51,0000,0000,0,251.99,0000,0000,0,4.13,0000,0000,0,4.13,0000,0000
TX,Motley,48345,0,989.87,0000,0000,0,989.81,0000,0000,0,958.86,0000,0000,0,989.44,0000,0000,0,989.38,0000,0000,0,989.56,0000,0000,0,0.43,0000,0000,0,0.43,0000,0000
TX,Nacogdoches,48347,0,981.41,0000,0000,0,981.33,0000,0000,0,939.25,0000,0000,0,946.85,0000,0000,0,946.77,0000,0000,0,946.54,0000,0000,0,34.56,0000,0000,0,34.56,0000,0000
TX,Navarro,48349,0,1086.27,0000,0000,0,1086.17,0000,0000,0,1068.22,0000,0000,0,1071.2,0000,0000,0,1007.66,0000,0000,0,1009.63,0000,0000,0,15.07,0000,0000,0,78.51,0000,0000
TX,Newton,48351,0,939.57,0000,0000,0,939.51,0000,0000,0,935.29,0000,0000,0,932.75,0000,0000,0,932.69,0000,0000,0,933.68,0000,0000,0,6.82,0000,0000,0,6.82,0000,0000
TX,Nolan,48353,0,914.01,0000,0000,0,913.93,0000,0000,0,914.68,0000,0000,0,912.06,0000,0000,0,911.98,0000,0000,0,912,0000,0000,0,1.95,0000,0000,0,1.94,0000,0000
TX,Nueces,48355,0,1166.58,0000,0000,0,1166.42,0000,0000,0,847.48,0000,0000,0,835.89,0000,0000,0,835.82,0000,0000,0,838.48,0000,0000,0,330.69,0000,0000,0,330.6,0000,0000
TX,Ochiltree,48357,0,918.14,0000,0000,0,918.07,0000,0000,0,918.89,0000,0000,0,917.63,0000,0000,0,917.56,0000,0000,0,917.63,0000,0000,0,0.51,0000,0000,0,0.51,0000,0000
TX,Oldham,48359,0,1501.53,0000,0000,0,1501.42,0000,0000,0,1484.96,0000,0000,0,1500.74,0000,0000,0,1500.63,0000,0000,0,1500.53,0000,0000,0,0.79,0000,0000,0,0.79,0000,0000
TX,Orange,48361,0,379.56,0000,0000,0,379.54,0000,0000,0,362.11,0000,0000,0,356.42,0000,0000,0,356.4,0000,0000,0,333.67,0000,0000,0,23.14,0000,0000,0,23.14,0000,0000
TX,Palo Pinto,48363,0,985.56,0000,0000,0,985.5,0000,0000,0,949.15,0000,0000,0,952.99,0000,0000,0,952.93,0000,0000,0,951.79,0000,0000,0,32.57,0000,0000,0,32.57,0000,0000
TX,Panola,48365,0,821.39,0000,0000,0,821.34,0000,0000,0,811.6,0000,0000,0,800.97,0000,0000,0,800.92,0000,0000,0,801.75,0000,0000,0,20.42,0000,0000,0,20.42,0000,0000
TX,Parker,48367,0,910.15,0000,0000,0,910.09,0000,0000,0,902.34,0000,0000,0,903.58,0000,0000,0,903.51,0000,0000,0,903.48,0000,0000,0,6.57,0000,0000,0,6.58,0000,0000
TX,Parmer,48369,0,885.23,0000,0000,0,885.17,0000,0000,0,884.53,0000,0000,0,881.72,0000,0000,0,881.66,0000,0000,0,880.78,0000,0000,0,3.51,0000,0000,0,3.51,0000,0000
TX,Pecos,48371,0,4765.11,0000,0000,0,4764.73,0000,0000,0,4776.57,0000,0000,0,4764.04,0000,0000,0,4763.66,0000,0000,0,4763.85,0000,0000,0,1.07,0000,0000,0,1.07,0000,0000
TX,Polk,48373,0,1109.91,0000,0000,0,1109.81,0000,0000,0,1061.44,0000,0000,0,1057.36,0000,0000,0,1057.26,0000,0000,0,1057.09,0000,0000,0,52.55,0000,0000,0,52.55,0000,0000
TX,Potter,48375,0,922.06,0000,0000,0,921.98,0000,0000,0,901.83,0000,0000,0,909.45,0000,0000,0,909.24,0000,0000,0,908.37,0000,0000,0,12.61,0000,0000,0,12.74,0000,0000
TX,Presidio,48377,0,3856.54,0000,0000,0,3856.26,0000,0000,0,3857.14,0000,0000,0,3855.79,0000,0000,0,3855.51,0000,0000,0,3855.24,0000,0000,0,0.75,0000,0000,0,0.75,0000,0000
TX,Rains,48379,0,258.89,0000,0000,0,258.87,0000,0000,0,242.99,0000,0000,0,232.07,0000,0000,0,232.05,0000,0000,0,229.45,0000,0000,0,26.82,0000,0000,0,26.82,0000,0000
TX,Randall,48381,0,922.49,0000,0000,0,922.42,0000,0000,0,917.17,0000,0000,0,914.47,0000,0000,0,914.43,0000,0000,0,911.54,0000,0000,0,8.02,0000,0000,0,7.99,0000,0000
TX,Reagan,48383,0,1176.09,0000,0000,0,1175.98,0000,0000,0,1173.31,0000,0000,0,1175.41,0000,0000,0,1175.3,0000,0000,0,1175.3,0000,0000,0,0.68,0000,0000,0,0.68,0000,0000
TX,Real,48385,0,700.09,0000,0000,0,700.04,0000,0000,0,697.17,0000,0000,0,699.96,0000,0000,0,699.91,0000,0000,0,699.2,0000,0000,0,0.13,0000,0000,0,0.13,0000,0000
TX,Red River,48387,0,1057.67,0000,0000,0,1057.61,0000,0000,0,1053.64,0000,0000,0,1050.24,0000,0000,0,1050.18,0000,0000,0,1036.58,0000,0000,0,7.43,0000,0000,0,7.43,0000,0000
TX,Reeves,48389,0,2642.13,0000,0000,0,2641.95,0000,0000,0,2626.2,0000,0000,0,2636.05,0000,0000,0,2635.88,0000,0000,0,2635.38,0000,0000,0,6.08,0000,0000,0,6.07,0000,0000
TX,Refugio,48391,0,818.72,0000,0000,0,818.64,0000,0000,0,770.86,0000,0000,0,770.33,0000,0000,0,770.21,0000,0000,0,770.44,0000,0000,0,48.39,0000,0000,0,48.43,0000,0000
TX,Roberts,48393,0,924.25,0000,0000,0,924.19,0000,0000,0,914.62,0000,0000,0,924.15,0000,0000,0,924.09,0000,0000,0,924.06,0000,0000,0,0.1,0000,0000,0,0.1,0000,0000
TX,Robertson,48395,0,865.73,0000,0000,0,865.67,0000,0000,0,863.67,0000,0000,0,854.63,0000,0000,0,854.56,0000,0000,0,855.68,0000,0000,0,11.1,0000,0000,0,11.11,0000,0000
TX,Rockwall,48397,0,148.71,0000,0000,0,148.7,0000,0000,0,128.2,0000,0000,0,128.8,0000,0000,0,128.79,0000,0000,0,127.04,0000,0000,0,19.91,0000,0000,0,19.91,0000,0000
TX,Runnels,48399,0,1057.22,0000,0000,0,1057.13,0000,0000,0,1055.77,0000,0000,0,1054.51,0000,0000,0,1050.73,0000,0000,0,1050.95,0000,0000,0,2.71,0000,0000,0,6.4,0000,0000
TX,Rusk,48401,0,938.7,0000,0000,0,938.62,0000,0000,0,932.33,0000,0000,0,923.64,0000,0000,0,923.55,0000,0000,0,924.03,0000,0000,0,15.06,0000,0000,0,15.07,0000,0000
TX,Sabine,48403,0,576.65,0000,0000,0,576.61,0000,0000,0,485.68,0000,0000,0,490.3,0000,0000,0,490.27,0000,0000,0,491.39,0000,0000,0,86.35,0000,0000,0,86.34,0000,0000
TX,San Augustine,48405,0,592.25,0000,0000,0,592.21,0000,0000,0,523.89,0000,0000,0,527.91,0000,0000,0,527.87,0000,0000,0,530.66,0000,0000,0,64.34,0000,0000,0,64.34,0000,0000
TX,San Jacinto,48407,0,627.96,0000,0000,0,627.9,0000,0000,0,572.19,0000,0000,0,570.71,0000,0000,0,570.65,0000,0000,0,569.24,0000,0000,0,57.25,0000,0000,0,57.25,0000,0000
TX,San Patricio,48409,0,707.11,0000,0000,0,707.06,0000,0000,0,693.08,0000,0000,0,691.76,0000,0000,0,691.65,0000,0000,0,693.45,0000,0000,0,15.35,0000,0000,0,15.41,0000,0000
TX,San Saba,48411,0,1138.33,0000,0000,0,1138.25,0000,0000,0,1136.37,0000,0000,0,1134.55,0000,0000,0,1134.47,0000,0000,0,1135.3,0000,0000,0,3.78,0000,0000,0,3.78,0000,0000
TX,Schleicher,48413,0,1310.74,0000,0000,0,1310.65,0000,0000,0,1309.38,0000,0000,0,1310.7,0000,0000,0,1310.61,0000,0000,0,1310.63,0000,0000,0,0.04,0000,0000,0,0.04,0000,0000
TX,Scurry,48415,0,907.61,0000,0000,0,907.53,0000,0000,0,900.25,0000,0000,0,902.57,0000,0000,0,902.5,0000,0000,0,905.44,0000,0000,0,5.04,0000,0000,0,5.03,0000,0000
TX,Shackelford,48417,0,915.61,0000,0000,0,915.54,0000,0000,0,914.82,0000,0000,0,914.02,0000,0000,0,913.95,0000,0000,0,914.29,0000,0000,0,1.59,0000,0000,0,1.59,0000,0000
TX,Shelby,48419,0,834.6,0000,0000,0,834.53,0000,0000,0,790.63,0000,0000,0,794.2,0000,0000,0,794.11,0000,0000,0,795.58,0000,0000,0,40.4,0000,0000,0,40.43,0000,0000
TX,Sherman,48421,0,923.27,0000,0000,0,923.2,0000,0000,0,922.9,0000,0000,0,923.11,0000,0000,0,923.03,0000,0000,0,923.04,0000,0000,0,0.16,0000,0000,0,0.16,0000,0000
TX,Smith,48423,0,949.55,0000,0000,0,949.45,0000,0000,0,932.23,0000,0000,0,928.5,0000,0000,0,928.38,0000,0000,0,921.45,0000,0000,0,21.05,0000,0000,0,21.06,0000,0000
TX,Somervell,48425,0,191.91,0000,0000,0,191.9,0000,0000,0,188.39,0000,0000,0,187.18,0000,0000,0,187.17,0000,0000,0,186.46,0000,0000,0,4.73,0000,0000,0,4.73,0000,0000
TX,Starr,48427,0,1229.38,0000,0000,0,1229.28,0000,0000,0,1226,0000,0000,0,1223.12,0000,0000,0,1223.02,0000,0000,0,1223.18,0000,0000,0,6.26,0000,0000,0,6.26,0000,0000
TX,Stephens,48429,0,921.55,0000,0000,0,921.48,0000,0000,0,893.89,0000,0000,0,894.72,0000,0000,0,894.64,0000,0000,0,896.72,0000,0000,0,26.83,0000,0000,0,26.84,0000,0000
TX,Sterling,48431,0,923.58,0000,0000,0,923.49,0000,0000,0,922.87,0000,0000,0,923.45,0000,0000,0,923.36,0000,0000,0,923.45,0000,0000,0,0.13,0000,0000,0,0.13,0000,0000
TX,Stonewall,48433,0,920.31,0000,0000,0,920.23,0000,0000,0,925.19,0000,0000,0,918.75,0000,0000,0,918.67,0000,0000,0,916.31,0000,0000,0,1.56,0000,0000,0,1.56,0000,0000
TX,Sutton,48435,0,1454.52,0000,0000,0,1454.4,0000,0000,0,1454.71,0000,0000,0,1453.89,0000,0000,0,1453.76,0000,0000,0,1453.93,0000,0000,0,0.63,0000,0000,0,0.63,0000,0000
TX,Swisher,48437,0,900.74,0000,0000,0,900.68,0000,0000,0,902.06,0000,0000,0,900.49,0000,0000,0,900.43,0000,0000,0,890.16,0000,0000,0,0.25,0000,0000,0,0.25,0000,0000
TX,Tarrant,48439,0,897.56,0000,0000,0,897.48,0000,0000,0,868.12,0000,0000,0,863.52,0000,0000,0,863.42,0000,0000,0,863.61,0000,0000,0,34.04,0000,0000,0,34.06,0000,0000
TX,Taylor,48441,0,919.34,0000,0000,0,919.25,0000,0000,0,917.11,0000,0000,0,915.7,0000,0000,0,915.63,0000,0000,0,915.55,0000,0000,0,3.64,0000,0000,0,3.63,0000,0000
TX,Terrell,48443,0,2357.94,0000,0000,0,2357.75,0000,0000,0,2357.08,0000,0000,0,2357.91,0000,0000,0,2357.72,0000,0000,0,2358.03,0000,0000,0,0.03,0000,0000,0,0.03,0000,0000
TX,Terry,48445,0,890.96,0000,0000,0,890.93,0000,0000,0,886.52,0000,0000,0,889.9,0000,0000,0,889.88,0000,0000,0,888.84,0000,0000,0,1.06,0000,0000,0,1.06,0000,0000
TX,Throckmorton,48447,0,915.54,0000,0000,0,915.47,0000,0000,0,912.16,0000,0000,0,912.41,0000,0000,0,912.34,0000,0000,0,912.55,0000,0000,0,3.13,0000,0000,0,3.13,0000,0000
TX,Titus,48449,0,425.72,0000,0000,0,425.69,0000,0000,0,412.35,0000,0000,0,410.58,0000,0000,0,410.54,0000,0000,0,406.05,0000,0000,0,15.14,0000,0000,0,15.15,0000,0000
TX,Tom Green,48451,0,1540.63,0000,0000,0,1540.54,0000,0000,0,1514.83,0000,0000,0,1522.19,0000,0000,0,1522.1,0000,0000,0,1521.97,0000,0000,0,18.44,0000,0000,0,18.44,0000,0000
TX,Travis,48453,0,1022.19,0000,0000,0,1022.08,0000,0000,0,989.05,0000,0000,0,989.41,0000,0000,0,989.3,0000,0000,0,990.2,0000,0000,0,32.78,0000,0000,0,32.77,0000,0000
TX,Trinity,48455,0,714.05,0000,0000,0,714,0000,0000,0,691.55,0000,0000,0,692.89,0000,0000,0,692.84,0000,0000,0,693.61,0000,0000,0,21.16,0000,0000,0,21.16,0000,0000
TX,Tyler,48457,0,935.77,0000,0000,0,935.71,0000,0000,0,922.47,0000,0000,0,922.97,0000,0000,0,922.9,0000,0000,0,924.5,0000,0000,0,12.8,0000,0000,0,12.81,0000,0000
TX,Upshur,48459,0,592.72,0000,0000,0,592.67,0000,0000,0,587.18,0000,0000,0,587.72,0000,0000,0,587.64,0000,0000,0,582.95,0000,0000,0,5,0000,0000,0,5.02,0000,0000
TX,Upton,48461,0,1241.93,0000,0000,0,1241.83,0000,0000,0,1243.1,0000,0000,0,1241.77,0000,0000,0,1241.68,0000,0000,0,1241.32,0000,0000,0,0.16,0000,0000,0,0.16,0000,0000
TX,Uvalde,48463,0,1558.71,0000,0000,0,1558.6,0000,0000,0,1564.29,0000,0000,0,1556.65,0000,0000,0,1556.55,0000,0000,0,1551.95,0000,0000,0,2.06,0000,0000,0,2.06,0000,0000
TX,Val Verde,48465,0,3232.7,0000,0000,0,3232.4,0000,0000,0,3149.73,0000,0000,0,3170.68,0000,0000,0,3170.38,0000,0000,0,3144.75,0000,0000,0,62.02,0000,0000,0,62.02,0000,0000
TX,Van Zandt,48467,0,859.56,0000,0000,0,859.48,0000,0000,0,854.72,0000,0000,0,848.81,0000,0000,0,848.64,0000,0000,0,842.56,0000,0000,0,10.75,0000,0000,0,10.84,0000,0000
TX,Victoria,48469,0,888.81,0000,0000,0,888.73,0000,0000,0,886.98,0000,0000,0,882.58,0000,0000,0,882.5,0000,0000,0,882.14,0000,0000,0,6.23,0000,0000,0,6.23,0000,0000
TX,Walker,48471,0,801.51,0000,0000,0,801.44,0000,0000,0,785.89,0000,0000,0,787.52,0000,0000,0,787.45,0000,0000,0,784.17,0000,0000,0,13.99,0000,0000,0,13.99,0000,0000
TX,Waller,48473,0,518.49,0000,0000,0,518.49,0000,0000,0,513.99,0000,0000,0,513.62,0000,0000,0,513.63,0000,0000,0,513.43,0000,0000,0,4.87,0000,0000,0,4.87,0000,0000
TX,Ward,48475,0,835.81,0000,0000,0,835.74,0000,0000,0,835.66,0000,0000,0,835.56,0000,0000,0,835.49,0000,0000,0,835.6,0000,0000,0,0.25,0000,0000,0,0.25,0000,0000
TX,Washington,48477,0,621.4,0000,0000,0,621.35,0000,0000,0,610,0000,0000,0,609.28,0000,0000,0,609.22,0000,0000,0,603.95,0000,0000,0,12.12,0000,0000,0,12.13,0000,0000
TX,Webb,48479,0,3375.67,0000,0000,0,3375.53,0000,0000,0,3362.4,0000,0000,0,3356.97,0000,0000,0,3356.83,0000,0000,0,3361.48,0000,0000,0,18.7,0000,0000,0,18.69,0000,0000
TX,Wharton,48481,0,1094.51,0000,0000,0,1094.43,0000,0000,0,1086.49,0000,0000,0,1090.21,0000,0000,0,1090.13,0000,0000,0,1086.15,0000,0000,0,4.3,0000,0000,0,4.29,0000,0000
TX,Wheeler,48483,0,915.39,0000,0000,0,915.34,0000,0000,0,904.49,0000,0000,0,914.27,0000,0000,0,914.26,0000,0000,0,914.52,0000,0000,0,1.12,0000,0000,0,1.08,0000,0000
TX,Wichita,48485,0,633.04,0000,0000,0,633.01,0000,0000,0,606.23,0000,0000,0,627.69,0000,0000,0,627.66,0000,0000,0,627.78,0000,0000,0,5.35,0000,0000,0,5.35,0000,0000
TX,Wilbarger,48487,0,978.16,0000,0000,0,978.1,0000,0000,0,947.01,0000,0000,0,971.13,0000,0000,0,971.06,0000,0000,0,970.84,0000,0000,0,7.03,0000,0000,0,7.03,0000,0000
TX,Willacy,48489,0,784.27,0000,0000,0,784.23,0000,0000,0,589.35,0000,0000,0,596.71,0000,0000,0,596.68,0000,0000,0,590.55,0000,0000,0,187.56,0000,0000,0,187.55,0000,0000
TX,Williamson,48491,0,1136.5,0000,0000,0,1134.74,0000,0000,0,1136.75,0000,0000,0,1124.37,0000,0000,0,1122.77,0000,0000,0,1118.3,0000,0000,0,12.13,0000,0000,0,11.97,0000,0000
TX,Wilson,48493,0,808.64,0000,0000,0,808.57,0000,0000,0,806.59,0000,0000,0,807.18,0000,0000,0,806.99,0000,0000,0,803.73,0000,0000,0,1.46,0000,0000,0,1.58,0000,0000
TX,Winkler,48495,0,841.29,0000,0000,0,841.24,0000,0000,0,839.87,0000,0000,0,841.1,0000,0000,0,841.05,0000,0000,0,841.11,0000,0000,0,0.19,0000,0000,0,0.19,0000,0000
TX,Wise,48497,0,922.84,0000,0000,0,922.77,0000,0000,0,902.46,0000,0000,0,904.67,0000,0000,0,904.61,0000,0000,0,904.42,0000,0000,0,18.17,0000,0000,0,18.17,0000,0000
TX,Wood,48499,0,695.87,0000,0000,0,695.8,0000,0000,0,688.89,0000,0000,0,650.29,0000,0000,0,650.22,0000,0000,0,645.23,0000,0000,0,45.58,0000,0000,0,45.58,0000,0000
TX,Yoakum,48501,0,799.79,0000,0000,0,799.76,0000,0000,0,800.13,0000,0000,0,799.78,0000,0000,0,799.75,0000,0000,0,799.71,0000,0000,0,0.01,0000,0000,0,0.01,0000,0000
TX,Young,48503,0,930.9,0000,0000,0,930.84,0000,0000,0,918.71,0000,0000,0,922.39,0000,0000,0,922.33,0000,0000,0,914.47,0000,0000,0,8.51,0000,0000,0,8.51,0000,0000
TX,Zapata,48505,0,1058.18,0000,0000,0,1058.1,0000,0000,0,998.84,0000,0000,0,996.84,0000,0000,0,996.76,0000,0000,0,998.41,0000,0000,0,61.34,0000,0000,0,61.34,0000,0000
TX,Zavala,48507,0,1301.82,0000,0000,0,1301.72,0000,0000,0,1298.43,0000,0000,0,1298.58,0000,0000,0,1298.48,0000,0000,0,1297.41,0000,0000,0,3.24,0000,0000,0,3.24,0000,0000
UTAH,UTAH,49000,0,84904.12,0000,0000,0,84898.83,0000,0000,0,82072.91,0000,0000,0,82168.15,0000,0000,0,82143.65,0000,0000,0,82169.62,0000,0000,0,2735.97,0000,0000,0,2755.18,0000,0000
UT,Beaver,49001,0,2592.43,0000,0000,0,2592.28,0000,0000,0,2586.19,0000,0000,0,2590.11,0000,0000,0,2589.95,0000,0000,0,2589.88,0000,0000,0,2.32,0000,0000,0,2.33,0000,0000
UT,Box Elder,49003,0,6729.45,0000,0000,0,6729.03,0000,0000,0,5613.59,0000,0000,0,5723.69,0000,0000,0,5723.34,0000,0000,0,5745.55,0000,0000,0,1005.76,0000,0000,0,1005.69,0000,0000
UT,Cache,49005,0,1173.17,0000,0000,0,1173.07,0000,0000,0,1170.97,0000,0000,0,1164.63,0000,0000,0,1164.52,0000,0000,0,1164.81,0000,0000,0,8.54,0000,0000,0,8.55,0000,0000
UT,Carbon,49007,0,1484.69,0000,0000,0,1484.57,0000,0000,0,1479.17,0000,0000,0,1478.57,0000,0000,0,1478.46,0000,0000,0,1478.49,0000,0000,0,6.12,0000,0000,0,6.12,0000,0000
UT,Daggett,49009,0,723.1,0000,0000,0,723.06,0000,0000,0,698.78,0000,0000,0,698.39,0000,0000,0,698.36,0000,0000,0,696.98,0000,0000,0,24.71,0000,0000,0,24.71,0000,0000
UT,Davis,49011,0,633.57,0000,0000,0,633.7,0000,0000,0,299.22,0000,0000,0,304.5,0000,0000,0,304.48,0000,0000,0,298.78,0000,0000,0,329.07,0000,0000,0,329.22,0000,0000
UT,Duchesne,49013,0,3256.29,0000,0000,0,3255.97,0000,0000,0,3233.41,0000,0000,0,3238.39,0000,0000,0,3238.05,0000,0000,0,3240.95,0000,0000,0,17.9,0000,0000,0,17.92,0000,0000
UT,Emery,49015,0,4461.83,0000,0000,0,4461.54,0000,0000,0,4449.1,0000,0000,0,4452.14,0000,0000,0,4451.85,0000,0000,0,4462.31,0000,0000,0,9.69,0000,0000,0,9.69,0000,0000
UT,Garfield,49017,0,5208.5,0000,0000,0,5208.2,0000,0000,0,5147.9,0000,0000,0,5174.52,0000,0000,0,5174.22,0000,0000,0,5175.12,0000,0000,0,33.98,0000,0000,0,33.98,0000,0000
UT,Grand,49019,0,3694.3,0000,0000,0,3694.08,0000,0000,0,3688.69,0000,0000,0,3681.78,0000,0000,0,3681.56,0000,0000,0,3671.54,0000,0000,0,12.52,0000,0000,0,12.52,0000,0000
UT,Iron,49021,0,3302.12,0000,0000,0,3301.84,0000,0000,0,3301.38,0000,0000,0,3298.51,0000,0000,0,3297.98,0000,0000,0,3296.68,0000,0000,0,3.61,0000,0000,0,3.87,0000,0000
UT,Juab,49023,0,3406.46,0000,0000,0,3406.28,0000,0000,0,3396,0000,0000,0,3391.9,0000,0000,0,3391.74,0000,0000,0,3392.28,0000,0000,0,14.56,0000,0000,0,14.54,0000,0000
UT,Kane,49025,0,4108.6,0000,0000,0,4108.42,0000,0000,0,3897.68,0000,0000,0,3992.18,0000,0000,0,3991.96,0000,0000,0,3990.23,0000,0000,0,116.42,0000,0000,0,116.46,0000,0000
UT,Millard,49027,0,6828.51,0000,0000,0,6828.01,0000,0000,0,6818.28,0000,0000,0,6589.62,0000,0000,0,6589.13,0000,0000,0,6572.43,0000,0000,0,238.89,0000,0000,0,238.87,0000,0000
UT,Morgan,49029,0,610.79,0000,0000,0,610.79,0000,0000,0,603.02,0000,0000,0,609.13,0000,0000,0,609.13,0000,0000,0,609.2,0000,0000,0,1.66,0000,0000,0,1.66,0000,0000
UT,Piute,49031,0,765.81,0000,0000,0,765.76,0000,0000,0,758.59,0000,0000,0,757.86,0000,0000,0,757.81,0000,0000,0,757.79,0000,0000,0,7.95,0000,0000,0,7.95,0000,0000
UT,Rich,49033,0,1086.36,0000,0000,0,1086.29,0000,0000,0,1034.16,0000,0000,0,1028.61,0000,0000,0,1028.53,0000,0000,0,1028.78,0000,0000,0,57.75,0000,0000,0,57.76,0000,0000
UT,Salt Lake,49035,0,807.83,0000,0000,0,807.78,0000,0000,0,756.3,0000,0000,0,737.42,0000,0000,0,737.38,0000,0000,0,742.28,0000,0000,0,70.41,0000,0000,0,70.4,0000,0000
UT,San Juan,49037,0,7933.64,0000,0000,0,7933.09,0000,0000,0,7724.9,0000,0000,0,7820.72,0000,0000,0,7820.18,0000,0000,0,7819.99,0000,0000,0,112.92,0000,0000,0,112.91,0000,0000
UT,Sanpete,49039,0,1602.71,0000,0000,0,1602.66,0000,0000,0,1586.64,0000,0000,0,1588.16,0000,0000,0,1588.11,0000,0000,0,1590.15,0000,0000,0,14.55,0000,0000,0,14.55,0000,0000
UT,Sevier,49041,0,1918.41,0000,0000,0,1918.28,0000,0000,0,1909.55,0000,0000,0,1910.38,0000,0000,0,1910.25,0000,0000,0,1910.58,0000,0000,0,8.03,0000,0000,0,8.03,0000,0000
UT,Summit,49043,0,1882.15,0000,0000,0,1882.05,0000,0000,0,1865.2,0000,0000,0,1871.15,0000,0000,0,1871.05,0000,0000,0,1871.71,0000,0000,0,11,0000,0000,0,11,0000,0000
UT,Tooele,49045,0,7287.73,0000,0000,0,7287.12,0000,0000,0,6919.3,0000,0000,0,6945.92,0000,0000,0,6930.35,0000,0000,0,6941.35,0000,0000,0,341.81,0000,0000,0,356.76,0000,0000
UT,Uintah,49047,0,4499.21,0000,0000,0,4498.98,0000,0000,0,4478.8,0000,0000,0,4477.3,0000,0000,0,4477.07,0000,0000,0,4479.69,0000,0000,0,21.91,0000,0000,0,21.91,0000,0000
UT,Utah,49049,0,2141.06,0000,0000,0,2140.98,0000,0000,0,2017.73,0000,0000,0,1998.41,0000,0000,0,1998.33,0000,0000,0,2003.45,0000,0000,0,142.65,0000,0000,0,142.64,0000,0000
UT,Wasatch,49051,0,1209.24,0000,0000,0,1209.17,0000,0000,0,1190.55,0000,0000,0,1180.93,0000,0000,0,1177.39,0000,0000,0,1175.5,0000,0000,0,28.31,0000,0000,0,31.78,0000,0000
UT,Washington,49053,0,2430.07,0000,0000,0,2429.91,0000,0000,0,2421.59,0000,0000,0,2427.2,0000,0000,0,2426.62,0000,0000,0,2426.36,0000,0000,0,2.87,0000,0000,0,3.28,0000,0000
UT,Wayne,49055,0,2466.61,0000,0000,0,2466.47,0000,0000,0,2460.56,0000,0000,0,2460.46,0000,0000,0,2460.32,0000,0000,0,2460.68,0000,0000,0,6.15,0000,0000,0,6.15,0000,0000
UT,Weber,49057,0,659.49,0000,0000,0,659.46,0000,0000,0,565.66,0000,0000,0,575.58,0000,0000,0,575.54,0000,0000,0,576.08,0000,0000,0,83.91,0000,0000,0,83.93,0000,0000
VERMONT,VERMONT,50000,0,9615,0000,0000,0,9614.26,0000,0000,0,9272.97,0000,0000,0,9249.33,0000,0000,0,9249.56,0000,0000,0,9216.66,0000,0000,0,365.67,0000,0000,0,364.7,0000,0000
VT,Addison,50001,0,808.46,0000,0000,0,808.3,0000,0000,0,772.91,0000,0000,0,770.04,0000,0000,0,770.18,0000,0000,0,766.33,0000,0000,0,38.42,0000,0000,0,38.12,0000,0000
VT,Bennington,50003,0,677.72,0000,0000,0,677.67,0000,0000,0,676.6,0000,0000,0,676.32,0000,0000,0,676.27,0000,0000,0,674.98,0000,0000,0,1.4,0000,0000,0,1.4,0000,0000
VT,Caledonia,50005,0,657.74,0000,0000,0,657.52,0000,0000,0,651.43,0000,0000,0,650.96,0000,0000,0,650.59,0000,0000,0,648.86,0000,0000,0,6.78,0000,0000,0,6.94,0000,0000
VT,Chittenden,50007,0,619.62,0000,0000,0,619.64,0000,0000,0,539.74,0000,0000,0,538.95,0000,0000,0,539.04,0000,0000,0,536.58,0000,0000,0,80.67,0000,0000,0,80.6,0000,0000
VT,Essex,50009,0,673.83,0000,0000,0,673.75,0000,0000,0,666.04,0000,0000,0,665.29,0000,0000,0,665.2,0000,0000,0,663.6,0000,0000,0,8.54,0000,0000,0,8.56,0000,0000
VT,Franklin,50011,0,692.66,0000,0000,0,692.02,0000,0000,0,649.08,0000,0000,0,637.08,0000,0000,0,637.07,0000,0000,0,633.71,0000,0000,0,55.58,0000,0000,0,54.95,0000,0000
VT,Grand Isle,50013,0,194.66,0000,0000,0,194.67,0000,0000,0,88.66,0000,0000,0,82.63,0000,0000,0,82.62,0000,0000,0,81.81,0000,0000,0,112.03,0000,0000,0,112.06,0000,0000
VT,Lamoille,50015,0,463.47,0000,0000,0,463.75,0000,0000,0,460.94,0000,0000,0,460.59,0000,0000,0,460.97,0000,0000,0,458.8,0000,0000,0,2.88,0000,0000,0,2.78,0000,0000
VT,Orange,50017,0,691.97,0000,0000,0,691.74,0000,0000,0,689.94,0000,0000,0,688.74,0000,0000,0,688.56,0000,0000,0,687.03,0000,0000,0,3.23,0000,0000,0,3.18,0000,0000
